ProbeID	experiment_0	experiment_1	experiment_2	experiment_3	experiment_4	experiment_5	experiment_6	experiment_7	experiment_8	experiment_9	experiment_10	experiment_11	experiment_12	experiment_13	experiment_14	experiment_15	experiment_16	experiment_17	experiment_18	experiment_19	experiment_20	experiment_21	experiment_22	experiment_23	experiment_24	experiment_25	experiment_26	experiment_27	experiment_28	experiment_29	experiment_30	experiment_31	experiment_32	experiment_33	experiment_34	experiment_35	experiment_36	experiment_37	experiment_38	experiment_39	experiment_40	experiment_41	experiment_42	experiment_43	experiment_44	experiment_45	experiment_46	experiment_47	experiment_48	experiment_49	experiment_50	experiment_51	experiment_52	experiment_53	experiment_54	experiment_55	experiment_56	experiment_57	experiment_58	experiment_59	experiment_60	experiment_61	experiment_62	experiment_63	experiment_64	experiment_65	experiment_66	experiment_67	experiment_68	experiment_69	experiment_70	experiment_71	experiment_72	prop DEGs	gene id
PA0791_at	0	0	0	0	0	0.0	0	0.0	0	0.0	0	1	1	0	0	1	1	1	0	0.0	0.0	0	0.0	1	0	0	0.0	1	0	1	0	1.0	0	0	0	1	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	1.0	1.0	0.0	0.0	0.0	0.0	0.0		1.0	0.1780821917808219	PA0791
PA0792_prpD_at	1	0	1	1	0	1.0	0	0.0	1	0.0	0	1	1	0	1	1	0	1	1	0.0	1.0	0	0.0	1	1	0	1.0	1	0	1	0	1.0	0	1	0	1	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	1.0	1	0	0	1.0	0	0	0	0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.3698630136986301	PA0792
PA0793_at	1	0	0	1	0	0.0	0	0.0	1	0.0	0	1	1	0	1	1	0	1	0	0.0	1.0	1	0.0	1	1	0	1.0	0	0	1	0	1.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	1.0	1	0	0	0.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.2602739726027397	PA0793
PA0794_at	0	0	1	1	0	1.0	0	0.0	1	0.0	0	0	1	0	0	1	1	1	0	0.0	1.0	0	0.0	1	0	0	0.0	0	0	1	1	1.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	1.0	1	0	0	0.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.2465753424657534	PA0794
PA0795_prpC_at	1	0	1	1	0	1.0	1	0.0	1	1.0	0	1	1	0	0	1	1	1	1	0.0	1.0	0	0.0	1	0	0	1.0	1	0	1	1	1.0	0	1	0	0	0	0	0	1	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	1.0	1	0	0	0.0	1	0	0	0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.3972602739726027	PA0795
PA0796_prpB_at	1	0	1	1	0	0.0	1	0.0	1	0.0	1	1	1	0	0	1	1	1	1	1.0	1.0	0	0.0	1	0	0	1.0	1	0	1	0	1.0	0	1	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	1	0.0	0	1	1.0	1	0	0	0.0	1	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.3835616438356164	PA0796
PA0797_at	0	0	0	0	0	0.0	1	0.0	0	1.0	0	0	1	0	1	1	1	1	0	1.0	1.0	0	0.0	1	0	0	0.0	1	1	1	0	0.0	0	0	0	1	1	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	1	1.0	1	0	0	0.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.2876712328767123	PA0797
PA0798_at	0	0	1	0	0	0.0	0	0.0	0	0.0	0	0	0	0	1	1	1	1	1	1.0	1.0	0	0.0	1	0	0	1.0	0	0	1	0	0.0	0	1	0	1	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	0.0	0	0	0	1.0	0	0	0	0	0.0		1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.2465753424657534	PA0798
PA0799_at	1	0	0	0	0	0.0	0	0.0	0	1.0	1	0	0	0	0	1	1	1	0	0.0	1.0	0	0.0	1	0	0		0	0	1	0	0.0	0	0	0	1	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	1	0.0	0	0	0	1.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.1917808219178082	PA0799
PA0800_at	0	0	0	0	0	0.0	0	0.0	1	1.0	0	0	1	0	0	1	1	1	0	0.0	1.0	0	0.0	1	0	0		0	0	1	1	0.0	0	0	0	0	0	0	0	0	0	1.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	0.0	0	0	0	1.0	0	0	0	0	0.0			1.0	1.0					0.1917808219178082	PA0800
PA0801_at	1	0	0	0	0	0.0	0	0.0	0	1.0	0	1	0	0	0	1	1	1	1	0.0	1.0	1	0.0	1	0	0	0.0	1	0	1	1	0.0	0	0	0	1	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	0.0	1	0	0	1.0	0	0	0	0	1.0	1.0		1.0	1.0	0.0	0.0	0.0	1.0	0.2876712328767123	PA0801
PA0802_i_at	0	0	1	0	0	0.0	0	0.0	1	1.0	0	1	0	0	0	1	1	1	1	0.0	0.0	0	0.0	1	1	0	0.0	1	1	1	1	0.0	1	0	0	1	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	0.0	0	0	0	1.0	0	0	0	0	1.0			1.0	1.0	1.0				0.2876712328767123	PA0802
PA0803_at	0	0	0	0	0	1.0	0	0.0	0	0.0	0	1	0	0	0	1	1	1	0	0.0	0.0	0	0.0	1	0	0	1.0	0	0	1	1	1.0	0	0	0	0	0	1	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	1.0	1	0	0	1.0	0	0	0	0	0.0			0.0	0.0	0.0	0.0			0.1917808219178082	PA0803
PA0804_at	0	0	0	0	0	0.0	0	0.0	0	0.0	0	1	1	0	1	1	1	1	1	0.0	1.0	0	0.0	1	0	0	1.0	0	0	1	0	1.0	0	0	0	1	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.2054794520547945	PA0804
PA0805_at	1	0	0	1	0	0.0	1	0.0	1	0.0	0	1	1	0	1	0	1	1	1	0.0	1.0	0	0.0	1	1	0	1.0	1	1	1	1	1.0	0	0	0	1	1	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	1.0	0	0	1.0	0	0	0	1.0	1	1	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.3972602739726027	PA0805
PA0806_i_at	0	0	1	1	0	0.0	0	0.0	1	0.0	0	0	1	0	1	1	1	1	0	0.0	1.0	0	0.0	1	0	0	0.0	0	0	1	1	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0			0.0	0.0			0.0	1.0	0.1917808219178082	PA0806
PA0807_at	0	0	1	0	0	0.0	1	0.0	1	0.0	1	1	1	0	0	1	0	1	0	0.0	1.0	0	0.0	1	0	0	1.0	1	0	1	1	0.0	0	1	0	1	1	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	1.0	1	0.0	0	0	0.0	1	0	0	0.0	1	1	0	0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3424657534246575	PA0807
PA0808_at	0	0	1	0	0	0.0	0	0.0	0	0.0	1	1	0	0	1	1	0	1	0	0.0	0.0	0	0.0	1	0	0	1.0	1	0	1	1	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	1	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0			0.1917808219178082	PA0808
PA0809_at	0	0	0	0	0	0.0	0	0.0	0	0.0	1	1	0	0	0	1	0	1	0	0.0	1.0	0	0.0	1	0	0	0.0	0	0	1	1	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	1.0			0.0	0.1506849315068493	PA0809
PA0810_at	1	0	0	1	0	0.0	0	0.0	1	0.0	0	1	0	0	0	0	1	1	1	0.0	1.0	0	0.0	1	0	0	0.0	0	1	1	1	0.0	0	0	0	1	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	1.0	0	0.0	0	0	1.0	0	0	0	0.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.2602739726027397	PA0810
PA0811_at	0	0	0	0	0	0.0	0	0.0	0	0.0	1	0	0	0	0	1	1	1	0	0.0	0.0	0	0.0	1	0	0		0	0	1	1	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.1506849315068493	PA0811
PA0812_at	0	0	0	0	0	0.0	0	0.0	1	0.0	0	1	0	0	0	1	0	1	0	0.0	1.0	0	0.0	1	1	0	0.0	0	0	1	1	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	1.0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	1.0	1.0	0.0	0.0			0.0	0.0	0.1780821917808219	PA0812
PA0813_at	1	0	0	0	0	0.0	0	0.0	0	0.0	1	0	0	0	0	1	1	1	0	0.0	1.0	0	0.0	1	0	0	0.0	0	0	1	1	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	1	0.0	0	0	0	0.0	0	0	0	0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0		0.1780821917808219	PA0813
PA0814_i_at	0	0	0	0	0	0.0	0	0.0	0	0.0	0	1	0	0	1	1	1	1	0	0.0	0.0	0	0.0	1	1	0	0.0	0	0	1	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	0.0	0	0	0	1.0	0	0	0	0	0.0			0.0	0.0	0.0				0.1232876712328767	PA0814
PA0815_at	0	0	1	0	0	0.0	0	0.0	0	0.0	0	1	0	0	0	0	1	1	0	0.0	1.0	0	0.0	1	0	0	1.0	1	0	1	1	1.0	0	0	0	1	1	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	1.0	1	0	0	0.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.2465753424657534	PA0815
PA0816_at	1	0	0	0	0	0.0	0	0.0	0	0.0	0	1	0	0	0	1	0	1	0	0.0	1.0	0	0.0	1	0	0	0.0	0	0	1	0	1.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.1506849315068493	PA0816
PA0817_at	0	0	1	0	0	0.0	0	0.0	0	0.0	1	0	0	0	0	1	1	1	0	0.0	0.0	0	0.0	1	0	0	0.0	1	0	1	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	0.0	0	0	0	1.0	0	0	0	0	1.0			0.0	0.0	0.0			1.0	0.1643835616438356	PA0817
PA0818_at	1	0	0	0	0	0.0	0	0.0	0	1.0	0	1	0	0	0	1	0	1	0	0.0	0.0	0	0.0	1	0	0	1.0	0	0	1	1	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	1.0	0	0.0	0	0	0.0	0	0	0	1.0	1	0	0	0	0.0			0.0	0.0					0.1780821917808219	PA0818
PA0819_f_at	0	0	0	0	0	0.0	0	0.0	1	0.0	1	1	0	0	0	1	1	1	0	0.0	1.0	0	0.0	1	0	0	0.0	0	0	1	1	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	1.0			0.0	0.0					0.1643835616438356	PA0819
PA0820_at	0	0	0	1	0	0.0	0	0.0	0	0.0	1	1	1	0	0	0	1	0	0	0.0	1.0	0	0.0	1	0	0	0.0	1	1	1	1	1.0	0	1	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	1	1.0	1	0	0	0.0	1	0	0	0		1.0	0.0	0.0	0.0		0.0		1.0	0.2602739726027397	PA0820
PA0821_at	1	0	0	1	0	0.0	0	0.0	0	0.0	0	1	0	0	0	0	1	1	0	0.0	0.0	0	0.0	0	0	0	0.0	0	0	1	1	1.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	1.0	1	0	0	0.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	1.0	0.0		0.0	0.1780821917808219	PA0821
PA0822_at	0	0	0	0	0	0.0	0	0.0	0	0.0	1	1	0	0	0	1	1	1	0	0.0	1.0	0	0.0	1	0	0		0	0	1	1	1.0	0	0	0	1	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0				0.0	0.1780821917808219	PA0822
PA0823_at	0	0	0	0	0	0.0	0	0.0	1	0.0	0	1	0	0	0	1	1	1	0	0.0	1.0	0	0.0	1	1	0		0	0	1	1	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	1.0	0	0	0	0.0	0	0	0	0	0.0		0.0	0.0	0.0					0.1506849315068493	PA0823
PA0824_at	1	0	0	0	0	0.0	0	0.0	1	0.0	1	0	0	0	0	1	0	1	0	0.0	1.0	0	0.0	1	0	0		0	0	0	1	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0			0.0	0.0					0.1232876712328767	PA0824
PA0825_at	1	0	0	0	0	0.0	0	0.0	1	0.0	0	0	0	0	0	1	0	1	0	0.0	1.0	0	0.0	1	0	0		0	0	0	1	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	1.0	0	0	0	0.0	0	0	0	0	0.0		0.0	0.0	0.0					0.1232876712328767	PA0825
PA0826_at	0	0	0	1	0	0.0	0	0.0	0	0.0	0	0	0	0	0	1	1	1	0	0.0	0.0	0	0.0	1	0	0	1.0	1	0	1	0	0.0	0	0	0	1	1	0	0	1	0	1.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	1.0	1	0	0	1.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.2328767123287671	PA0826
PA0827_at	0	0	0	0	0	0.0	0	0.0	0	0.0	0	0	0	0	0	1	1	1	0	0.0	1.0	0	0.0	1	1	0		0	0	1	1	1.0	0	0	0	0	0	0	0	0	0	1.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.1506849315068493	PA0827
PA0828_at	0	0	0	0	0	0.0	0	0.0	1	0.0	0	0	0	0	0	1	0	1	0	0.0	0.0	0	0.0	1	0	0	0.0	0	0	1	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0			0.0	0.0		0.0		0.0	0.0821917808219178	PA0828
PA0829_at	1	0	0	0	0	0.0	0	0.0	1	0.0	1	1	0	0	0	1	0	1	0	0.0	0.0	0	0.0	1	0	0		0	0	1	1	1.0	0	0	0	1	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	1	0.0	0	0	0	0.0	0	0	0	0	0.0			0.0	0.0	0.0	0.0			0.1780821917808219	PA0829
PA0830_at	1	0	0	1	0	0.0	0	0.0	1	0.0	0	0	1	0	0	1	0	1	0	0.0	1.0	0	0.0	1	1	0	0.0	0	0	1	1	1.0	0	1	0	1	1	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	1	0.0	0	1	0.0	1	0	0	0.0	1	0	0	0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.3013698630136986	PA0830
PA0831_oruR_at	1	0	0	0	0	0.0	0	0.0	1	1.0	0	1	0	0	0	1	0	1	0	0.0	0.0	0	0.0	1	1	0	0.0	0	0	1	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.1643835616438356	PA0831
PA0832_at	0	0	0	0	0	0.0	0	0.0	0	1.0	0	1	0	0	0	1	1	1	1	0.0	1.0	0	0.0	1	0	0	0.0	0	0	1	0	1.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	1.0	0	0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.1643835616438356	PA0832
PA0833_at	1	0	1	1	0	0.0	0	0.0	1	0.0	0	1	1	0	0	1	1	1	1	0.0	1.0	1	0.0	1	0	0	0.0	0	1	1	1	1.0	0	1	0	1	0	0	0	0	0	1.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	1	1.0	1	0	0	1.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.3835616438356164	PA0833
PA0834_at	0	0	0	1	0	0.0	0	0.0	0	1.0	0	0	1	0	0	1	1	1	0	0.0	1.0	0	0.0	1	0	0	0.0	1	0	1	1	0.0	0	0	0	1	1	0	0	0	0	1.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	1.0	1	0	0	0.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2465753424657534	PA0834
PA0835_pta_at	1	0	1	1	0	0.0	0	0.0	1	1.0	0	1	0	0	0	0	1	1	0	0.0	1.0	1	0.0	1	0	0	0.0	1	0	1	1	1.0	0	0	0	0	1	0	0	0	0	1.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	1.0	1	0	0	0.0	0	0	0	0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.2876712328767123	PA0835
PA0836_at	1	0	1	1	0	0.0	1	0.0	1	1.0	0	1	0	0	1	0	1	1	1	0.0	1.0	0	0.0	1	0	0	0.0	1	0	1	1	1.0	0	0	0	1	1	0	0	0	0	1.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	1.0	1	0	0	0.0	1	0	0	0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.3561643835616438	PA0836
PA0837_slyD_at	0	0	0	0	0	0.0	0	0.0	1	1.0	0	0	0	0	0	1	1	1	1	0.0	1.0	0	0.0	1	1	0	0.0	1	1	1	0	1.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	0.0	1	0	0	0.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.2328767123287671	PA0837
PA0838_at	1	0	0	1	0	0.0	1	0.0	0	0.0	0	0	0	0	0	1	1	1	1	0.0	1.0	0	0.0	1	1	0	0.0	1	0	1	1	0.0	0	1	0	1	1	0	0	0	0	1.0	1.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	1.0	0	0	0	1.0	1	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.3150684931506849	PA0838
PA0839_at	0	0	0	1	0	0.0	0	0.0	1	0.0	0	1	0	0	0	1	0	1	0	0.0	1.0	1	0.0	1	0	0	1.0	1	0	1	1	0.0	0	1	0	0	1	0	0	0	0	1.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	1.0	1	0	0	1.0	0	0	0	0	0.0			1.0	0.0		0.0	0.0	0.0	0.273972602739726	PA0839
PA0840_at	0	0	0	0	0	0.0	0	0.0	0	0.0	0	0	0	0	0	1	1	1	0	0.0	0.0	1	0.0	1	0	0	0.0	1	0	1	0	0.0	0	1	0	0	1	0	0	0	0	1.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	1.0	0	0	0	0.0	0	0	0	0	1.0		0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.1917808219178082	PA0840
PA0841_at	0	0	0	0	0	0.0	0	0.0	1	0.0	0	1	0	0	0	1	0	1	0	0.0	1.0	0	0.0	1	0	0	1.0	0	0	1	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	0.0	1	0	0	0.0	0	0	0	0	0.0			0.0	0.0	0.0			1.0	0.136986301369863	PA0841
PA0842_at	1	0	0	0	0	0.0	0	0.0	1	0.0	1	1	0	0	1	1	0	1	0	0.0	1.0	0	0.0	1	0	0		1	0	1	0	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	1.0	0	0	0	1.0	0	0	0	0	1.0			0.0	0.0		0.0	0.0		0.2054794520547945	PA0842
PA0843_plcR_at	0	0	1	1	0	0.0	0	0.0	0	1.0	0	1	0	0	1	1	1	1	0	0.0	1.0	0	0.0	1	1	0	1.0	1	1	1	1	0.0	1	1	0	1	1	0	0	1	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	1	0.0	0	0	0	0.0	0	0	0	0	0.0			0.0	0.0	0.0	0.0	0.0	1.0	0.3287671232876712	PA0843
PA0844_plcH_at	0	0	0	1	0	0.0	0	0.0	1	0.0	0	1	0	0	0	1	0	1	0	0.0	0.0	0	0.0	1	1	0		1	0	1	1	0.0	1	1	0	0	0	1	0	1	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	1	0.0	0	0	0	0.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	1.0	0.0		1.0	0.2465753424657534	PA0844
PA0845_at	0	0	0	1	0	0.0	0	0.0	1	0.0	1	1	0	0	1	1	0	1	0	0.0	0.0	0	0.0	1	0	0		0	0	1	1	0.0	0	1	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.1917808219178082	PA0845
PA0846_at	0	0	0	0	0	0.0	0	0.0	1	1.0	0	0	1	0	1	1	1	1	1	0.0	0.0	0	0.0	1	0	0	0.0	0	0	1	1	0.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	1.0	0	0	0	0.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1780821917808219	PA0846
PA0847_at	0	0	0	0	0	0.0	0	0.0	0	0.0	0	0	0	0	1	1	0	1	0	0.0	0.0	0	1.0	1	1	0		1	0	1	1	0.0	0	0	0	1	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.1917808219178082	PA0847
PA0848_at	0	0	0	0	0	0.0	0	0.0	1	0.0	0	1	0	0	0	1	1	1	1	0.0	1.0	0	0.0	1	0	0	0.0	1	0	1	0	1.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	1	0.0	0	1	1.0	0	0	0	0.0	0	0	0	0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.2602739726027397	PA0848
PA0849_trxB2_at	0	0	0	0	0	0.0	0	0.0	1	0.0	0	1	0	0	0	0	1	1	1	0.0	1.0	0	0.0	1	0	0	0.0	1	0	1	1	1.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	1	1.0	0	0	0	0.0	0	0	0	0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.2328767123287671	PA0849
PA0850_at	0	0	1	0	0	0.0	0	0.0	0	0.0	1	0	1	0	1	1	1	1	1	0.0	0.0	0	0.0	1	0	0	1.0	0	0	1	1	1.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	0.0	0	0	0	0.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	1.0	0.0			0.2191780821917808	PA0850
PA0851_at	0	0	0	0	0	0.0	0	0.0	1	0.0	0	0	1	0	0	1	1	1	0	0.0	0.0	0	0.0	1	0	0	0.0	1	0	1	1	0.0	0	0	0	0	0	1	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	0	0.0	1	0	0	0.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.1917808219178082	PA0851
PA0852_cpbD_at	1	0	1	0	0	0.0	1	0.0	1	1.0	0	1	1	0	0	0	1	1	1	1.0	1.0	0	0.0	1	0	0	1.0	1	0	1	1	1.0	1	1	0	0	1	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	1	0.0	1	0.0	0	0	1.0	1	0	0	0.0	0	1	0	0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.4246575342465753	PA0852
PA0853_at	0	0	0	0	0	0.0	0	0.0	1	0.0	0	1	1	0	0	1	1	1	1	0.0	1.0	0	0.0	1	0	0	1.0	0	0	1	1	1.0	0	1	0	1	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	1	0	0.0	0	0.0	0	0	0.0	1	0	0	1.0	0	0	0	0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.2876712328767123	PA0853
PA0854_fumC2_at	1	0	0	1	0	0.0	0	0.0	1	0.0	0	1	1	0	0	1	1	1	1	0.0	1.0	0	0.0	1	0	0	1.0	0	0	1	1	1.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0	0.0	0	0	0	0	0	0.0	0	0.0	0	1	0.0	1	0	0	1.0	0	0	0	0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.273972602739726	PA0854
